batch_id,product_id,product_name,warehouse_location,received_date,storage_days,opening_stock_kg,accepted_quantity_kg,sold_quantity_kg,closing_stock_kg,shrinkage_kg,shrinkage_reason,quality_grade,moisture_percent,aflatoxin_risk_level,fumigation_required,warehouse_condition_score
B00741,P02,Beans,Makueni Aggregation Warehouse,2025-04-01,3,421,421,421,0,11,Pest Damage,Grade C,14.0,Medium,Yes,6.9
B00742,P08,Cowpeas,Kirinyaga Aggregation Warehouse,2025-04-24,400,951,951,0,947,4,Moisture Loss,Grade B,10.4,Medium,Yes,5.9
B00743,P04,Wheat,Kitui Aggregation Warehouse,2025-05-10,50,578,578,578,0,0,None,Grade B,8.2,Low,No,7.0
B00744,P04,Wheat,Uasin Gishu Aggregation Warehouse,2026-05-05,6,622,622,622,0,6,Moisture Loss,Grade A,10.3,Low,No,6.7
B00745,P02,Beans,Embu Aggregation Warehouse,2025-09-06,43,264,264,264,0,5,Weighing Variance,Grade C,12.9,Medium,Yes,7.2
B00746,P01,Maize,Nyeri Aggregation Warehouse,2025-12-15,24,828,828,828,0,18,Weighing Variance,Grade B,12.9,Medium,Yes,8.3
B00747,P07,Green Grams,Nyeri Aggregation Warehouse,2025-05-14,400,792,792,0,759,33,Pest Damage,Grade C,18.5,Low,No,5.7
B00748,P02,Beans,Makueni Aggregation Warehouse,2025-11-11,49,425,425,425,0,7,Moisture Loss,Grade A,12.1,Low,No,5.4
B00749,P01,Maize,Kakamega Aggregation Warehouse,2026-05-03,70,1052,1052,1052,0,14,Pest Damage,Grade A,11.0,Low,No,6.8
B00750,P02,Beans,Trans Nzoia Aggregation Warehouse,2025-02-24,400,927,927,237,674,16,Moisture Loss,Grade C,13.8,Medium,Yes,8.1
B00751,P05,Sorghum,Kisumu Aggregation Warehouse,2026-05-21,40,1004,1004,691,293,20,Moisture Loss,Grade A,12.8,Low,No,7.9
B00752,P01,Maize,Meru Aggregation Warehouse,2025-04-14,45,313,313,313,0,5,Spillage During Handling,Grade A,12.0,Low,No,6.8
B00753,P01,Maize,Kisii Aggregation Warehouse,2025-06-25,15,697,697,697,0,20,Moisture Loss,Grade B,14.9,Medium,Yes,8.9
B00754,P06,Millet,Bungoma Aggregation Warehouse,2025-09-02,61,282,282,282,0,3,Moisture Loss,Grade A,10.7,Low,No,6.9
B00755,P02,Beans,Bungoma Aggregation Warehouse,2025-09-28,275,919,919,0,902,17,Spillage During Handling,Grade B,13.9,Low,Yes,8.1
B00756,P03,Rice,Kirinyaga Aggregation Warehouse,2025-01-18,5,478,478,478,0,2,Pest Damage,Grade A,10.6,Low,No,7.2
B00757,P07,Green Grams,Trans Nzoia Aggregation Warehouse,2026-04-09,6,1614,1614,1614,0,24,Spillage During Handling,Grade A,12.8,Low,No,6.6
B00758,P06,Millet,Kirinyaga Aggregation Warehouse,2026-06-15,17,1167,1167,1167,0,47,Moisture Loss,Grade B,18.3,Medium,Yes,6.9
B00759,P01,Maize,Busia Aggregation Warehouse,2025-08-14,59,99,99,99,0,2,Moisture Loss,Grade B,14.3,Medium,Yes,8.4
B00760,P01,Maize,Meru Aggregation Warehouse,2026-01-22,4,503,503,503,0,4,Weighing Variance,Grade B,11.2,Low,No,8.0
B00761,P01,Maize,Machakos Aggregation Warehouse,2025-12-24,188,1843,1843,0,1843,0,None,Grade A,8.0,Low,No,8.7
B00762,P07,Green Grams,Kitui Aggregation Warehouse,2026-03-20,102,1134,1134,0,1103,31,Pest Damage,Grade A,16.0,Low,No,8.0
B00763,P01,Maize,Nyeri Aggregation Warehouse,2025-06-16,379,309,309,0,301,8,Moisture Loss,Grade A,14.9,Medium,Yes,5.8
B00764,P03,Rice,Trans Nzoia Aggregation Warehouse,2026-03-17,58,978,978,978,0,21,Spillage During Handling,Grade C,14.8,Low,No,9.9
B00765,P01,Maize,Narok Aggregation Warehouse,2025-10-05,69,851,851,851,0,16,Moisture Loss,Grade B,13.3,Low,No,8.0
B00766,P05,Sorghum,Trans Nzoia Aggregation Warehouse,2026-02-13,137,1863,1863,0,1800,63,Pest Damage,Grade B,16.9,Low,Yes,8.2
B00767,P07,Green Grams,Bungoma Aggregation Warehouse,2025-07-24,341,604,604,0,595,9,Moisture Loss,Grade B,13.4,Medium,Yes,7.2
B00768,P02,Beans,Bungoma Aggregation Warehouse,2026-03-24,13,484,484,484,0,7,Spillage During Handling,Grade B,12.9,Low,No,8.8
B00769,P02,Beans,Busia Aggregation Warehouse,2026-04-18,56,207,207,207,0,3,Moisture Loss,Grade B,13.0,Low,No,6.4
B00770,P04,Wheat,Uasin Gishu Aggregation Warehouse,2025-05-11,73,638,638,638,0,15,Moisture Loss,Grade C,14.4,Medium,Yes,8.3
B00771,P03,Rice,Narok Aggregation Warehouse,2025-03-28,68,2013,2013,2013,0,31,Moisture Loss,Grade A,13.7,Medium,Yes,5.3
B00772,P07,Green Grams,Kitui Aggregation Warehouse,2026-06-08,22,2660,2660,0,2614,46,Pest Damage,Grade B,13.6,Low,No,8.3
B00773,P05,Sorghum,Uasin Gishu Aggregation Warehouse,2025-11-05,237,1238,1238,544,676,18,Spillage During Handling,Grade B,12.0,Low,No,6.4
B00774,P05,Sorghum,Kitui Aggregation Warehouse,2025-04-10,400,703,703,205,492,6,Pest Damage,Grade A,10.3,Medium,Yes,7.9
B00775,P09,Barley,Kakamega Aggregation Warehouse,2025-08-29,305,367,367,0,357,10,Spillage During Handling,Grade C,15.9,Low,No,9.1
B00776,P01,Maize,Uasin Gishu Aggregation Warehouse,2025-09-04,25,301,301,301,0,2,Spillage During Handling,Grade A,11.4,Medium,Yes,8.5
B00777,P02,Beans,Kitui Aggregation Warehouse,2026-02-05,145,1043,1043,0,1030,13,Pest Damage,Grade A,12.7,Medium,Yes,8.9
B00778,P01,Maize,Kitui Aggregation Warehouse,2025-02-04,400,545,545,0,536,9,Pest Damage,Grade C,13.5,Low,No,8.8
B00779,P03,Rice,Trans Nzoia Aggregation Warehouse,2025-06-12,16,309,309,309,0,0,None,Grade B,9.0,Low,No,7.0
B00780,P01,Maize,Kitui Aggregation Warehouse,2025-12-14,198,1435,1435,393,1032,10,Moisture Loss,Grade B,11.0,Low,No,8.3
B00781,P03,Rice,Kirinyaga Aggregation Warehouse,2025-07-04,51,532,532,532,0,9,Moisture Loss,Grade A,12.9,Low,No,5.7
B00782,P04,Wheat,Embu Aggregation Warehouse,2026-02-18,30,1099,1099,1099,0,10,Moisture Loss,Grade B,12.3,Low,Yes,6.8
B00783,P06,Millet,Trans Nzoia Aggregation Warehouse,2025-08-31,40,1875,1875,1875,0,51,Moisture Loss,Grade C,16.3,High,Yes,9.0
B00784,P01,Maize,Kakamega Aggregation Warehouse,2025-03-16,44,526,526,526,0,9,Weighing Variance,Grade A,13.6,Medium,Yes,7.2
B00785,P04,Wheat,Machakos Aggregation Warehouse,2025-07-20,345,2661,2661,0,2591,70,Weighing Variance,Grade A,15.0,Low,No,5.5
B00786,P01,Maize,Kakamega Aggregation Warehouse,2025-04-09,400,147,147,0,144,3,Moisture Loss,Grade B,14.4,Medium,Yes,9.8
B00787,P05,Sorghum,Machakos Aggregation Warehouse,2026-05-24,14,829,829,829,0,12,Moisture Loss,Grade A,12.1,Medium,Yes,8.2
B00788,P02,Beans,Narok Aggregation Warehouse,2026-01-21,160,1311,1311,0,1293,18,Moisture Loss,Grade A,12.3,Low,No,8.4
B00789,P02,Beans,Kitui Aggregation Warehouse,2025-10-24,249,2431,2431,555,1876,0,None,Grade B,9.6,Low,No,6.5
B00790,P01,Maize,Kirinyaga Aggregation Warehouse,2026-05-28,18,972,972,972,0,32,Pest Damage,Grade C,17.3,High,Yes,7.8
B00791,P01,Maize,Narok Aggregation Warehouse,2026-03-08,114,1086,1086,0,1066,20,Moisture Loss,Grade B,13.7,Low,No,7.9
B00792,P08,Cowpeas,Kitui Aggregation Warehouse,2025-08-30,3,419,419,419,0,8,Pest Damage,Grade C,13.4,High,Yes,6.5
B00793,P08,Cowpeas,Trans Nzoia Aggregation Warehouse,2025-03-24,7,1220,1220,1220,0,18,Weighing Variance,Grade A,12.8,Medium,Yes,7.4
B00794,P02,Beans,Kitui Aggregation Warehouse,2025-08-22,312,741,741,315,416,10,Moisture Loss,Grade A,11.1,Low,No,5.9
B00795,P01,Maize,Nyeri Aggregation Warehouse,2025-02-23,400,2453,2453,984,1460,9,Pest Damage,Grade A,10.8,Medium,Yes,7.2
B00796,P09,Barley,Uasin Gishu Aggregation Warehouse,2025-12-27,185,505,505,0,504,1,Moisture Loss,Grade A,9.8,Low,Yes,8.7
B00797,P04,Wheat,Kitui Aggregation Warehouse,2025-01-16,50,529,529,529,0,10,Moisture Loss,Grade B,13.2,Low,No,6.8
B00798,P05,Sorghum,Nakuru Aggregation Warehouse,2025-10-27,3,1588,1588,1588,0,18,Pest Damage,Grade A,11.3,Low,No,9.7
B00799,P06,Millet,Makueni Aggregation Warehouse,2025-08-14,46,1554,1554,1554,0,0,None,Grade B,9.3,Low,No,6.0
B00800,P05,Sorghum,Kakamega Aggregation Warehouse,2025-04-17,400,814,814,291,507,16,Moisture Loss,Grade B,13.7,Low,No,7.3
B00801,P01,Maize,Machakos Aggregation Warehouse,2025-08-04,11,274,274,274,0,8,Spillage During Handling,Grade A,15.4,Medium,Yes,6.9
B00802,P01,Maize,Busia Aggregation Warehouse,2025-02-04,42,1129,1129,1129,0,24,Moisture Loss,Grade A,14.0,High,Yes,7.3
B00803,P07,Green Grams,Machakos Aggregation Warehouse,2026-03-31,21,726,726,726,0,2,Moisture Loss,Grade A,10.8,High,Yes,9.0
B00804,P08,Cowpeas,Machakos Aggregation Warehouse,2025-12-11,30,522,522,522,0,6,Moisture Loss,Grade B,12.2,Medium,Yes,6.5
B00805,P07,Green Grams,Nakuru Aggregation Warehouse,2025-02-28,62,517,517,517,0,0,None,Grade A,8.0,Low,No,7.1
B00806,P04,Wheat,Machakos Aggregation Warehouse,2025-09-24,39,542,542,542,0,9,Spillage During Handling,Grade A,12.9,Medium,Yes,8.3
B00807,P09,Barley,Trans Nzoia Aggregation Warehouse,2025-10-30,243,2345,2345,298,2005,42,Moisture Loss,Grade B,13.6,Medium,Yes,7.7
B00808,P01,Maize,Meru Aggregation Warehouse,2025-11-25,217,734,734,0,719,15,Moisture Loss,Grade A,12.9,Medium,Yes,7.8
B00809,P01,Maize,Kitui Aggregation Warehouse,2025-03-23,400,581,581,0,574,7,Moisture Loss,Grade A,12.8,Medium,Yes,6.5
B00810,P01,Maize,Narok Aggregation Warehouse,2025-06-28,367,1325,1325,579,731,15,Pest Damage,Grade A,12.3,Medium,Yes,7.5
B00811,P02,Beans,Kisii Aggregation Warehouse,2025-08-22,312,742,742,0,738,4,Spillage During Handling,Grade B,9.1,High,Yes,8.7
B00812,P01,Maize,Nakuru Aggregation Warehouse,2025-12-25,187,973,973,0,958,15,Moisture Loss,Grade A,12.8,Low,Yes,5.8
B00813,P02,Beans,Busia Aggregation Warehouse,2026-03-13,109,1450,1450,735,715,0,None,Grade A,8.1,Low,No,6.8
B00814,P08,Cowpeas,Nyeri Aggregation Warehouse,2025-02-01,400,2204,2204,697,1483,24,Moisture Loss,Grade A,11.7,Medium,Yes,5.6
B00815,P06,Millet,Machakos Aggregation Warehouse,2026-06-05,73,751,751,751,0,9,Moisture Loss,Grade A,12.7,Low,No,8.2
B00816,P01,Maize,Nakuru Aggregation Warehouse,2025-08-18,10,298,298,298,0,6,Spillage During Handling,Grade B,14.9,Medium,Yes,8.9
B00817,P03,Rice,Kisumu Aggregation Warehouse,2026-03-28,73,620,620,620,0,6,Moisture Loss,Grade A,12.1,Low,No,7.4
B00818,P03,Rice,Narok Aggregation Warehouse,2025-04-29,57,1502,1502,1502,0,35,Moisture Loss,Grade A,14.2,Low,No,6.5
B00819,P05,Sorghum,Nyeri Aggregation Warehouse,2025-08-24,310,689,689,0,683,6,Moisture Loss,Grade A,11.8,Low,No,6.5
B00820,P05,Sorghum,Kisii Aggregation Warehouse,2025-05-22,51,1093,1093,1093,0,9,Moisture Loss,Grade A,11.8,Low,No,7.3
B00821,P05,Sorghum,Trans Nzoia Aggregation Warehouse,2025-07-22,343,249,249,0,246,3,Pest Damage,Grade A,11.2,Low,No,7.3
B00822,P01,Maize,Narok Aggregation Warehouse,2025-02-04,22,520,520,520,0,14,Weighing Variance,Grade B,15.9,Low,No,8.6
B00823,P02,Beans,Kitui Aggregation Warehouse,2025-09-05,298,1075,1075,1035,21,19,Moisture Loss,Grade A,12.8,Low,No,6.9
B00824,P01,Maize,Meru Aggregation Warehouse,2025-12-30,182,656,656,0,654,2,Spillage During Handling,Grade A,10.3,Medium,Yes,8.1
B00825,P01,Maize,Trans Nzoia Aggregation Warehouse,2026-06-06,75,1093,1093,1093,0,0,None,Grade B,8.0,Medium,Yes,7.3
B00826,P06,Millet,Kitui Aggregation Warehouse,2025-04-10,29,414,414,414,0,6,Moisture Loss,Grade A,11.3,Low,No,6.8
B00827,P02,Beans,Trans Nzoia Aggregation Warehouse,2025-07-02,67,682,682,682,0,20,Moisture Loss,Grade C,16.8,Medium,Yes,7.2
B00828,P02,Beans,Bungoma Aggregation Warehouse,2025-10-19,254,168,168,0,165,3,Moisture Loss,Grade A,12.3,Low,No,8.0
B00829,P06,Millet,Trans Nzoia Aggregation Warehouse,2025-08-26,308,1988,1988,0,1927,61,Pest Damage,Grade C,15.8,Medium,Yes,8.6
B00830,P04,Wheat,Narok Aggregation Warehouse,2025-01-07,66,491,491,491,0,11,Pest Damage,Grade C,14.3,High,Yes,7.2
B00831,P07,Green Grams,Nyeri Aggregation Warehouse,2025-04-23,400,1695,1695,0,1666,29,Pest Damage,Grade B,13.2,High,Yes,6.1
B00832,P01,Maize,Makueni Aggregation Warehouse,2025-03-22,400,3017,3017,0,2990,27,Moisture Loss,Grade A,11.4,Low,Yes,8.7
B00833,P06,Millet,Nyeri Aggregation Warehouse,2025-11-19,52,202,202,202,0,0,None,Grade A,8.6,Low,No,6.6
B00834,P01,Maize,Kisumu Aggregation Warehouse,2025-01-09,58,784,784,784,0,13,Moisture Loss,Grade A,12.0,Low,No,7.9
B00835,P06,Millet,Trans Nzoia Aggregation Warehouse,2025-05-15,11,855,855,855,0,6,Spillage During Handling,Grade B,10.6,Low,No,7.6
B00836,P05,Sorghum,Nyeri Aggregation Warehouse,2025-07-02,363,1349,1349,0,1300,49,Pest Damage,Grade B,17.0,High,Yes,7.3
B00837,P07,Green Grams,Busia Aggregation Warehouse,2025-08-26,308,814,814,289,508,17,Moisture Loss,Grade B,14.5,High,Yes,6.9
B00838,P01,Maize,Bungoma Aggregation Warehouse,2025-10-22,251,1688,1688,904,746,38,Pest Damage,Grade A,13.3,Medium,Yes,8.3
B00839,P05,Sorghum,Nyeri Aggregation Warehouse,2025-05-12,400,896,896,0,885,11,Moisture Loss,Grade A,11.3,Medium,Yes,3.7
B00840,P01,Maize,Kakamega Aggregation Warehouse,2026-02-23,127,489,489,0,484,5,Weighing Variance,Grade A,10.9,Low,No,8.9
B00841,P01,Maize,Makueni Aggregation Warehouse,2025-08-13,321,1760,1760,279,1469,12,Moisture Loss,Grade A,11.0,Low,No,6.6
B00842,P01,Maize,Kakamega Aggregation Warehouse,2025-12-04,5,220,220,220,0,4,Spillage During Handling,Grade A,12.7,Medium,Yes,8.0
B00843,P06,Millet,Kisii Aggregation Warehouse,2025-03-06,400,588,588,0,574,14,Pest Damage,Grade A,15.3,Low,No,8.0
B00844,P01,Maize,Bungoma Aggregation Warehouse,2026-01-18,52,1240,1240,1240,0,43,Weighing Variance,Grade A,17.3,Medium,Yes,9.0
B00845,P07,Green Grams,Kirinyaga Aggregation Warehouse,2025-06-10,385,1694,1694,572,1080,42,Moisture Loss,Grade A,14.9,Low,No,7.8
B00846,P05,Sorghum,Nakuru Aggregation Warehouse,2025-10-04,269,965,965,401,557,7,Moisture Loss,Grade B,11.7,Low,No,6.7
B00847,P01,Maize,Kirinyaga Aggregation Warehouse,2026-02-05,43,608,608,608,0,6,Pest Damage,Grade A,11.5,Low,No,5.8
B00848,P09,Barley,Uasin Gishu Aggregation Warehouse,2026-04-28,63,785,785,486,278,21,Pest Damage,Grade B,14.9,Medium,Yes,7.2
B00849,P01,Maize,Meru Aggregation Warehouse,2026-05-24,37,1295,1295,1191,97,7,Spillage During Handling,Grade A,10.8,Low,No,5.4
B00850,P03,Rice,Nyeri Aggregation Warehouse,2025-04-22,50,176,176,176,0,2,Moisture Loss,Grade A,12.6,Low,No,6.9
B00851,P05,Sorghum,Kirinyaga Aggregation Warehouse,2025-05-25,40,731,731,731,0,20,Moisture Loss,Grade C,14.6,High,Yes,7.1
B00852,P02,Beans,Uasin Gishu Aggregation Warehouse,2025-02-07,400,1278,1278,0,1243,35,Pest Damage,Grade B,14.7,High,Yes,6.7
B00853,P03,Rice,Kitui Aggregation Warehouse,2025-08-30,3,361,361,361,0,5,Spillage During Handling,Grade C,11.9,High,Yes,7.5
B00854,P01,Maize,Nakuru Aggregation Warehouse,2025-01-14,400,2047,2047,1218,829,0,None,Grade C,8.3,Medium,Yes,7.3
B00855,P05,Sorghum,Kisumu Aggregation Warehouse,2026-05-14,47,2345,2345,0,2329,16,Pest Damage,Grade A,10.5,Medium,Yes,7.2
B00856,P01,Maize,Kitui Aggregation Warehouse,2026-01-16,165,542,542,139,403,0,None,Grade B,9.5,Low,No,4.9
B00857,P01,Maize,Kisumu Aggregation Warehouse,2025-08-04,70,487,487,487,0,14,Moisture Loss,Grade A,15.3,Low,No,6.2
B00858,P02,Beans,Bungoma Aggregation Warehouse,2025-06-03,392,464,464,0,460,4,Moisture Loss,Grade A,11.8,Low,No,8.3
B00859,P01,Maize,Kisumu Aggregation Warehouse,2025-06-10,385,720,720,0,703,17,Weighing Variance,Grade A,13.5,Medium,Yes,8.5
B00860,P04,Wheat,Meru Aggregation Warehouse,2026-01-12,10,451,451,451,0,2,Pest Damage,Grade B,10.8,Medium,Yes,5.6
B00861,P01,Maize,Bungoma Aggregation Warehouse,2025-09-27,53,935,935,935,0,20,Spillage During Handling,Grade A,12.9,Low,Yes,6.7
B00862,P01,Maize,Kisii Aggregation Warehouse,2026-04-30,53,515,515,515,0,10,Spillage During Handling,Grade C,13.4,Medium,Yes,8.8
B00863,P07,Green Grams,Kitui Aggregation Warehouse,2025-03-21,400,1002,1002,0,971,31,Pest Damage,Grade C,17.2,High,Yes,6.7
B00864,P01,Maize,Makueni Aggregation Warehouse,2026-01-22,57,285,285,285,0,5,Spillage During Handling,Grade A,12.6,Medium,Yes,7.5
B00865,P08,Cowpeas,Embu Aggregation Warehouse,2025-10-12,22,969,969,969,0,10,Moisture Loss,Grade B,12.2,High,Yes,9.0
B00866,P05,Sorghum,Bungoma Aggregation Warehouse,2025-01-26,69,1643,1643,1643,0,27,Weighing Variance,Grade B,14.1,Low,No,7.2
B00867,P02,Beans,Bungoma Aggregation Warehouse,2025-01-11,400,710,710,0,699,11,Weighing Variance,Grade B,13.2,Low,No,7.0
B00868,P08,Cowpeas,Nyeri Aggregation Warehouse,2025-10-07,266,453,453,0,449,4,Spillage During Handling,Grade B,10.1,Low,No,7.4
B00869,P07,Green Grams,Narok Aggregation Warehouse,2026-04-28,63,751,751,0,741,10,Spillage During Handling,Grade B,12.7,Low,No,9.6
B00870,P02,Beans,Kakamega Aggregation Warehouse,2025-06-06,389,592,592,0,571,21,Pest Damage,Grade C,16.3,High,Yes,7.9
B00871,P01,Maize,Embu Aggregation Warehouse,2025-10-12,13,319,319,319,0,4,Pest Damage,Grade B,11.7,Low,No,7.6
B00872,P01,Maize,Kirinyaga Aggregation Warehouse,2026-01-11,35,715,715,715,0,27,Moisture Loss,Grade C,17.7,High,Yes,6.9
B00873,P01,Maize,Bungoma Aggregation Warehouse,2026-03-31,91,1708,1708,1035,648,25,Moisture Loss,Grade B,12.2,Low,No,8.2
B00874,P01,Maize,Bungoma Aggregation Warehouse,2025-05-01,400,922,922,0,902,20,Pest Damage,Grade B,15.1,Low,No,8.3
B00875,P02,Beans,Narok Aggregation Warehouse,2025-01-21,400,1516,1516,610,877,29,Spillage During Handling,Grade A,13.3,Low,No,6.4
B00876,P05,Sorghum,Makueni Aggregation Warehouse,2025-07-15,350,671,671,0,668,3,Moisture Loss,Grade A,10.6,Medium,Yes,8.4
B00877,P01,Maize,Narok Aggregation Warehouse,2025-10-07,3,1876,1876,1876,0,52,Weighing Variance,Grade B,14.6,Low,No,7.4
B00878,P06,Millet,Kirinyaga Aggregation Warehouse,2026-04-06,47,349,349,349,0,3,Spillage During Handling,Grade A,11.9,Low,No,7.6
B00879,P02,Beans,Busia Aggregation Warehouse,2025-10-23,10,807,807,807,0,5,Pest Damage,Grade B,9.6,Low,No,6.6
B00880,P01,Maize,Kirinyaga Aggregation Warehouse,2025-02-02,400,280,280,0,273,7,Moisture Loss,Grade B,14.6,High,Yes,7.0
B00881,P04,Wheat,Nakuru Aggregation Warehouse,2025-11-27,215,4223,4223,0,4069,154,Pest Damage,Grade C,17.3,High,Yes,6.3
B00882,P01,Maize,Makueni Aggregation Warehouse,2025-11-10,10,517,517,517,0,2,Moisture Loss,Grade B,9.1,Low,Yes,6.4
B00883,P02,Beans,Embu Aggregation Warehouse,2025-09-07,296,492,492,0,483,9,Moisture Loss,Grade B,13.7,Low,No,8.0
B00884,P01,Maize,Trans Nzoia Aggregation Warehouse,2025-10-03,27,357,357,357,0,10,Spillage During Handling,Grade C,16.3,High,Yes,7.1
B00885,P01,Maize,Machakos Aggregation Warehouse,2025-05-23,400,414,414,0,405,9,Spillage During Handling,Grade B,14.4,Low,No,6.2
B00886,P02,Beans,Machakos Aggregation Warehouse,2025-01-01,400,1303,1303,0,1285,18,Pest Damage,Grade A,12.2,Low,Yes,10.0
B00887,P01,Maize,Makueni Aggregation Warehouse,2026-01-19,43,583,583,583,0,3,Pest Damage,Grade A,11.0,Low,No,6.4
B00888,P07,Green Grams,Nyeri Aggregation Warehouse,2025-09-06,297,974,974,724,235,15,Moisture Loss,Grade A,12.9,Low,No,8.8
B00889,P06,Millet,Trans Nzoia Aggregation Warehouse,2026-02-08,7,343,343,343,0,9,Moisture Loss,Grade A,15.5,High,Yes,5.8
B00890,P02,Beans,Narok Aggregation Warehouse,2026-05-29,16,507,507,507,0,7,Pest Damage,Grade B,13.2,High,Yes,8.0
B00891,P02,Beans,Narok Aggregation Warehouse,2025-12-14,29,563,563,563,0,5,Pest Damage,Grade B,11.0,Low,No,7.3
B00892,P01,Maize,Makueni Aggregation Warehouse,2026-06-14,52,843,843,843,0,27,Moisture Loss,Grade B,16.8,Low,No,6.9
B00893,P01,Maize,Nakuru Aggregation Warehouse,2026-06-04,17,675,675,675,0,18,Spillage During Handling,Grade B,15.7,High,Yes,7.7
B00894,P06,Millet,Bungoma Aggregation Warehouse,2026-04-07,52,779,779,779,0,10,Pest Damage,Grade C,13.0,High,Yes,7.5
B00895,P04,Wheat,Machakos Aggregation Warehouse,2025-03-23,400,954,954,0,945,9,Pest Damage,Grade A,11.3,Low,No,6.7
B00896,P02,Beans,Kisumu Aggregation Warehouse,2025-10-16,44,1207,1207,1207,0,9,Moisture Loss,Grade A,11.3,Low,Yes,6.7
B00897,P01,Maize,Kakamega Aggregation Warehouse,2025-01-25,29,428,428,428,0,2,Moisture Loss,Grade A,8.8,High,Yes,5.7
B00898,P06,Millet,Meru Aggregation Warehouse,2026-02-10,47,150,150,150,0,1,Moisture Loss,Grade B,9.9,Low,Yes,7.9
B00899,P05,Sorghum,Nakuru Aggregation Warehouse,2026-04-15,76,1400,1400,0,1382,18,Moisture Loss,Grade B,12.2,Low,No,6.2
B00900,P09,Barley,Kirinyaga Aggregation Warehouse,2025-12-12,68,342,342,342,0,1,Moisture Loss,Grade C,10.0,Medium,Yes,7.6
